s T
0.448 30.850
0.584 40.850
0.715 50.850
0.842 60.850
0.965 70.850
1.086 80.850
1.203 90.850
1.317 100.850
1.428 110.850
1.537 120.850
1.644 130.850
1.748 140.850
1.850 150.850
1.951 160.850
2.050 170.850
2.147 180.850
2.244 190.850
2.339 200.850
2.432 210.850
2.526 220.850
2.618 230.850
2.710 240.850
2.801 250.850
2.893 260.850
2.984 270.850
3.076 280.850
3.169 290.850
3.169 28.600
0.448 28.600
