s T
0.177 122.750
0.252 124.750
0.332 126.750
0.417 128.750
0.507 130.750
0.602 132.750
0.702 134.750
0.807 136.750
0.917 138.750
1.032 140.750
1.157 142.750
1.282 144.750
1.412 146.750
1.547 148.750
1.687 150.750
1.832 152.750
1.982 154.750
2.137 156.750
2.297 158.750
2.467 160.750
2.642 162.750
2.822 164.750
3.007 166.750
3.197 168.750
3.392 170.750
