v p
0.001128 330.960000
0.001138 214.026800
0.001145 138.407880
0.001149 89.506274
0.001152 57.882347
0.001154 37.431634
0.001156 24.206469
0.001157 15.653956
0.001157 15.549279
0.203348 10.123175
0.321671 6.546504
0.504193 4.233524
0.786177 2.737756
1.222062 1.770465
1.895992 1.144933
2.938060 0.740411
4.549419 0.478812
7.041115 0.309641
10.894129 0.200240
16.852219 0.129492
26.065496 0.083741
40.312427 0.054154
62.343142 0.035020
96.410302 0.022647
149.090000 0.014646
230.551160 0.009471
