5.574	315.88 
5.57595	316.242
5.61433	323.670
5.65140	331.330
5.68739	339.197
5.72244	347.251
5.75666	355.480
5.79010	363.875
5.82284	372.425
5.85492	381.124
5.88639	389.964
5.91727	398.939
5.94762	408.041
5.97746	417.265
6.00683	426.604
6.03574	436.052
6.06424	445.606
6.09233	455.258
6.12004	465.005
6.14739	474.841
6.17440	484.763
6.2 500
